"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"27038",27038,"2016-03-05",37.61,"join me in wichita kansas tomorrow morning looking forward to it makeamericagreatagain trump  t co htvkgldkcp",1,1,1
"27040",27040,"2016-03-06",37.61," janetlarose realdonaldtrump facethenation jdickerson washington versus trump amp trumps supporters trumpdog ",1,-1,1
"27041",27041,"2016-03-06",37.61," chadrowland jdickerson facethenation a solid interview and a fair one great job mr trump keep up the good work trumptrain ",1,1,1
"27042",27042,"2016-03-06",37.61," meetthepress and chucktodd did a hour hit job on me today totally biased and mostly false dishonest media ",-1,-1,-1
"27044",27044,"2016-03-06",37.61,"thank you to jdickerson and facethenation for a very fair and professional interview this morning no wonder you are in the ratings ",1,1,1
"27045",27045,"2016-03-06",37.61,"fraud lightweight marco made a tv ad on trumpu featuring people who signed these letters  t co tspfbn rux t co kfmotmqfnn",-1,-1,-1
"27046",27046,"2016-03-06",37.61,"the primary plaintiff in the phony trump university suit wants to abandon the case disgraceful ",-1,-1,-1
"27050",27050,"2016-03-06",37.61,"florida do not miss this opportunity to makeamericagreatagain thank you ivankatrump  t co lhrndksokh  t co cnwt rgsr",-1,1,1
"27051",27051,"2016-03-06",37.61,"i will be interviewed on facethenation this morning enjoy jdickerson",1,1,1
"27056",27056,"2016-03-07",39.02,"thank you idaho i love your potatoes nobody grows them better as president i will protect your market  t co kqx un jnw",1,1,1
"27057",27057,"2016-03-07",39.02,"it was great being in michigan remember i am the only presidential candidate who will bring jobs back to the u s and protect car industry ",1,1,1
"27058",27058,"2016-03-07",39.02,"don t believe the millions of dollars of phony television ads by lightweight rubio and the r establishment dishonest people ",-1,-1,-1
"27059",27059,"2016-03-07",39.02,"i will be interviewed by seanhannity tonight at pm est on foxnews enjoy ",1,1,1
"27060",27060,"2016-03-07",39.02,"congratulation to adam scott and all of the folks at trump national doral on producing a really great wgc tournament amazing finish ",1,1,1
"27061",27061,"2016-03-07",39.02,"lindsey graham is all over t v much like failed candidate mitt romney these nasty angry jealous failures have zero credibility ",-1,-1,-1
"27062",27062,"2016-03-07",39.02,"how do you fight millions of dollars of fraudulent commercials pushing for crooked politicians i will be using facebook amp twitter watch ",-1,-1,-1
"27063",27063,"2016-03-07",39.02,"all of the phony t v commercials against me are bought and payed for by special interest groups the bandits that tell your pols what to do",-1,1,1
"27065",27065,"2016-03-07",39.02,"i will be using facebook and twitter to expose dishonest lightweight senator marco rubio a record no show in senate he is scamming florida",-1,-1,-1
"27068",27068,"2016-03-07",39.02,"we cannot let the failing republican establishment who could not stop obama twice ruin the movement with millions of s in false ads ",-1,-1,-1
"27069",27069,"2016-03-07",39.02,"leaving for north carolina big crowd will be fun ",1,1,1
"27073",27073,"2016-03-08",39.16," erictrump wishing our father tremendous luck in michigan mississippi idaho amp hawaii today amazing father  t co cypx ec w q ",1,1,1
"27080",27080,"2016-03-08",39.16,"michigan mississippi idaho amp hawaii get out to vote and join the movement today video  t co fjw ax e p  t co zdbarevyac",-1,1,1
"27081",27081,"2016-03-08",39.16,"word is i am doing very well in michigan and mississippi wow and with all that money spent against me will be going to trump jupiter now ",1,1,1
"27085",27085,"2016-03-08",39.16,"the negative television commercials about me paid for by the politicians bosses are a total mediafraud when you watch remember ",-1,-1,-1
"27086",27086,"2016-03-08",39.16,"people forget it was club for growth that asked me for million i said no amp they went negative extortion  t co oq jmoep i",-1,-1,-1
"27087",27087,"2016-03-08",39.16,"the club for growth is a very dishonest group they represent conservative values terribly amp are bad for america  t co rngoapryua",-1,-1,-1
"27090",27090,"2016-03-08",39.16,"rt erictrump aloha hawaii we would be honored to have your vote find your caucus  t co ingqs mxx trumpwaikiki mahalo  ",1,1,1
"27095",27095,"2016-03-09",40.26,"phony club for growth tried to shake me down for one million dollars amp is now putting out nasty negative ads on me they are total losers ",-1,-1,-1
"27099",27099,"2016-03-09",40.26,"another dishonest politician lightweightsenatormarcorubio  t co w g vj o",-1,-1,-1
"27100",27100,"2016-03-09",40.26,"this was a great evening i would like to thank everyone for their wonderful support ",1,1,1
"27104",27104,"2016-03-11",39.41,"rt greta prob w all pundits saying last fall realdonaldtrump had no chance is that shows media so out of touch w americans",-1,-1,1
"27106",27106,"2016-03-11",39.41," jaredwyand let s be clear nevertrump is about never someone we don t own you either play into it amp let them win or vote trump ",1,1,1
"27116",27116,"2016-03-11",39.41,"rt realbencarson please read my full endorsement of realdonaldtrump for president of the united states  t co asx u ayz ",1,1,1
"27121",27121,"2016-03-12",39.41,"just finished my second speech k in dayton amp k in cleveland perfectly behaved crowd thanks i love you ohio  t co idmwg fqsw",1,1,1
"27124",27124,"2016-03-12",39.41,"we are asking law enforcement to check for dishonest early voting in florida on behalf of little marco rubio no way to run a country ",-1,-1,-1
"27125",27125,"2016-03-12",39.41,"word is early voting in fl is very dishonest little marco his state chairman amp their minions are working overtime trying to rig the vote ",-1,1,-1
"27132",27132,"2016-03-12",39.41,"absentee governor kasich voted for nafta and nafta devastated ohio a disaster from which it never recovered kasich is good for mexico ",-1,-1,-1
"27135",27135,"2016-03-13",39.41,"just received from peterose thank you pete votetrump on tuesday ohio trump makeamericagreatagain  t co uvp n dqq",1,1,1
"27138",27138,"2016-03-13",39.41,"the failing nytimes is truly one of the worst newspapers they knowingly write lies and never even call to fact check really bad people ",-1,-1,-1
"27139",27139,"2016-03-13",39.41,"because gov kasich cannot run in the state of pennsylvania he cannot win the nomination amp should not be allowed to compete in ohio on tue ",1,1,1
"27141",27141,"2016-03-13",39.41,"thank you kevin with unification of the party republican wins will be massive  t co rmycgslsv",1,1,1
"27143",27143,"2016-03-13",39.41,"ohio gov kasich voted for nafta from which ohio has never recovered now he wants tpp which will be even worse ohio steel and coal dying ",-1,-1,-1
"27145",27145,"2016-03-13",39.41," alextrent it is repulsive that trump was assaulted politicians used that further themselves further victimize trump disgusting ",-1,-1,-1
"27146",27146,"2016-03-13",39.41,"wow kasich didn t qualify to run in the state of pennsylvania not enough signatures big problem ",1,-1,1
"27148",27148,"2016-03-14",38.06,"gov kasich voted for nafta which devastated ohio and is now pushing tpp hard bad for american workers ",-1,-1,-1
"27151",27151,"2016-03-14",38.06,"look forward to being in tampa this afternoon wonderful crowds thank you florida ",1,1,1
"27152",27152,"2016-03-14",38.06,"thank you youngstown ohio i love you get out amp votetrump tomorrow trump  t co oregiis tf",1,1,1
"27154",27154,"2016-03-15",37.49,"i will bring our jobs back to america fix our military and take care of our vets end common core and obamacare protect nd a build wall",1,1,1
"27156",27156,"2016-03-15",37.49,"rubio is weak on illegal immigration with the worst voting record in the u s senate in many years he will never make america great again ",-1,-1,-1
"27158",27158,"2016-03-15",37.49,"kasich voted for nafta a disaster for ohio and now wants the even worse tpp approved vote trump and end this madness ",-1,-1,-1
"27159",27159,"2016-03-15",37.49,"watching john kasich being interviewed acting so innocent and like such a nice guy remember him in second debate until i put him down ",1,1,1
"27161",27161,"2016-03-15",37.49," brazielcarol foxnews realdonaldtrump who started this mess the protesters of course and media made it worse ",-1,-1,-1
"27162",27162,"2016-03-15",37.49,"don t reward mitt romney who let us all down in the last presidential race by voting for kasich who voted for nafta open borders etc ",1,1,1
"27164",27164,"2016-03-15",37.49,"can t watch crazy megyn anymore talks about me at but never mentions that there are four people in race with two people big amp over ",-1,-1,-1
"27168",27168,"2016-03-15",37.49,"ohio is losing jobs to mexico now losing ford and many others kasich is weak on illegal immigration we need strong borders now ",-1,-1,-1
"27169",27169,"2016-03-15",37.49,"a lot of complaints from people saying my name is not on the ballot in various places in florida hope this is false ",-1,1,1
"27173",27173,"2016-03-15",37.49," scnak megynkelly is trying so hard to bash realdonaldtrump it s ridiculous don t worry everyone is wise to crazy megyn ",-1,-1,-1
"27178",27178,"2016-03-15",37.49," dumpfoxnews foxnews megynkelly if media wasn t so biased against trump he would ve won all of the delegates ",1,-1,1
"27179",27179,"2016-03-15",37.49," j styborski realdonaldtrump gregens bertshad foxnews megynkelly hayes is looking depressed as well  t co wujacom h ",-1,-1,-1
"27180",27180,"2016-03-15",37.49," realwwshelton loudobbsnews i believe that realdonaldtrump will be the big winner tomorrow thank you ",1,1,1
"27182",27182,"2016-03-15",37.49,"just in big news i have been declared the winner of the cnmi rep caucus with of the vote thank you supertuesday votetrump",1,1,1
"27184",27184,"2016-03-15",37.49," jsconlon bertshad foxnews megynkelly i tried to give them a shot tonight but they have the whole anti trump cheerleading team ",1,-1,-1
"27187",27187,"2016-03-16",38.38," reptommarino great job on television this morning glad to have you on my side ",1,1,1
"27193",27193,"2016-03-16",38.38,"i will be interviewed on foxandfriends at a m enjoy ",1,1,1
"27195",27195,"2016-03-16",38.38,"i only wish my wonderful daughter tiffany could have been with us at mar a lago for our great election victory she is a winner ",1,1,1
"27202",27202,"2016-03-16",38.38,"i am making a big speech the night of the foxnews debate but i wish everyone well yesterday was a big day for me with wins ",1,1,1
"27203",27203,"2016-03-16",38.38,"will be interviewed on morning joe at enjoy ",1,1,1
"27213",27213,"2016-03-17",39.29,"please explain to the dummies at the wsj editorial board that i love to debate and have won according to drudge etc all of them ",1,1,1
"27214",27214,"2016-03-17",39.29,"looking like my victories on tuesday will be just as good as if i won ohio two more days and ohio was mine ",1,1,1
"27215",27215,"2016-03-17",39.29,"the reason lyin ted cruz has lost so much of the evangelical vote is that they are very smart and just don t tolerate liars a big problem ",-1,-1,-1
"27217",27217,"2016-03-17",39.29,"crazy megynkelly supposedly had lyin ted cruz on her show last night ted is desperate and his lying is getting worse ted can t win ",-1,-1,-1
"27218",27218,"2016-03-17",39.29,"stuart stevens the failed campaign manager of mitt romney s historic loss is now telling the republican party what to do with trump sad ",-1,-1,-1
"27219",27219,"2016-03-17",39.29,"crazy megynkelly is now complaining that oreillyfactor did not defend her against me yet her bad show is a total hit piece on me tough ",-1,-1,-1
"27222",27222,"2016-03-18",39.26,"with millions of dollars of negative and phony ads against me by the establishment my numbers continue to go up can anyone explain this ",-1,1,-1
